"","NAME","N","DHONDT","YEAR","PROVINCENUM","PROVINCE"
"2290","SKP - FKP",NA,NA,2007,13,"OUL"
"2291","Rasinkangas Lasse",126,545,2007,13,"OUL"
"2292","Pesola Terho",115,272.5,2007,13,"OUL"
"2293","Nurmela Kalevi",75,181.667,2007,13,"OUL"
"2294","Suominen Vesa",73,136.25,2007,13,"OUL"
"2295","Puusaari Ritva",55,109,2007,13,"OUL"
"2296","Mizaras Dimitrios",38,90.833,2007,13,"OUL"
"2297","Nousiainen Veikko",33,77.857,2007,13,"OUL"
"2298","Marjetta Matti",30,68.125,2007,13,"OUL"
"2299",NA,NA,NA,2007,13,"OUL"
"2300","IP",NA,NA,2007,13,"OUL"
"2301","Jukkola Jaakko",1198,4640.5,2007,13,"OUL"
"2302","Laakso Maija",73,545.941,2007,13,"OUL"
"2303","Moilanen Reino",24,515.611,2007,13,"OUL"
"2304",NA,NA,NA,2007,13,"OUL"
"2305","SKS",NA,NA,2007,13,"OUL"
"2306","Aalto Kai",134,134,2007,13,"OUL"
"2307",NA,NA,NA,2007,13,"OUL"
"2308","KA",NA,NA,2007,13,"OUL"
"2309","Ahola-Laurila Sirpa",236,857,2007,13,"OUL"
"2310","Nevalainen Esko",187,642.75,2007,13,"OUL"
"2311",NA,NA,NA,2007,13,"OUL"
"2312","KTP - KAP",NA,NA,2007,13,"OUL"
"2313","Hahtonen Matti",41,186,2007,13,"OUL"
"2314","Moilanen Sari",37,93,2007,13,"OUL"
"2315","Ohinmaa Hertta-Maija",33,62,2007,13,"OUL"
"2316","Häikiö Alpo",27,46.5,2007,13,"OUL"
"2317","Nikula Anssi",15,37.2,2007,13,"OUL"
"2318","Kontio Kalevi",12,31,2007,13,"OUL"
"2319","Mäkeläinen Oskari",11,26.571,2007,13,"OUL"
"2320","Broström Jorma",7,23.25,2007,13,"OUL"
"2321","Lehtinen Antti",3,20.667,2007,13,"OUL"
"2322",NA,NA,NA,2007,13,"OUL"
"2323","STP - FAP",NA,NA,2007,13,"OUL"
"2324","Seppänen Eero",87,87,2007,13,"OUL"
"2325",NA,NA,NA,2007,13,"OUL"
"2326",NA,NA,NA,2007,13,"OUL"
"2327","LAPPI - LAPPLAND - LAPLAND",NA,NA,2007,14,"LAP"
"2328",NA,NA,NA,2007,14,"LAP"
"2329","KESK - CENT",NA,NA,2007,14,"LAP"
"2330","*Väyrynen Paavo",10944,42712,2007,14,"LAP"
"2331","*Manninen Hannes",5548,21356,2007,14,"LAP"
"2332","*Seurujärvi Janne",5341,14237.333,2007,14,"LAP"
"2333","Rundgren Simo",4967,10678,2007,14,"LAP"
"2334","Karvonen Tatja",4022,8542.4,2007,14,"LAP"
"2335","Ruotsalainen Ari",3476,7118.667,2007,14,"LAP"
"2336","Nivala Heikki",2328,6101.714,2007,14,"LAP"
"2337","Viitala Susanna",1935,5339,2007,14,"LAP"
"2338","Tuhkala Juha",1005,4745.778,2007,14,"LAP"
"2339","Harjula Oula",858,3882.909,2007,14,"LAP"
"2340","Lepojärvi Tommi",580,3559.333,2007,14,"LAP"
"2341","Kuula Jaana",488,3285.538,2007,14,"LAP"
"2342","Hyvärinen Annikki",279,3050.857,2007,14,"LAP"
"2343",NA,NA,NA,2007,14,"LAP"
"2344","KOK - SAML",NA,NA,2007,14,"LAP"
"2345","*Karvo Ulla",4634,14629,2007,14,"LAP"
"2346","Autto Heikki",2450,4876.333,2007,14,"LAP"
"2347","Heikkilä Tuomo",1179,3657.25,2007,14,"LAP"
"2348","Harju-Autti Leena",901,2925.8,2007,14,"LAP"
"2349","Juuruspolvi Juhani",709,2438.167,2007,14,"LAP"
"2350","Säkkinen Seija",470,2089.857,2007,14,"LAP"
"2351","Heikkinen Pekka-Tapani",316,1828.625,2007,14,"LAP"
"2352","Nousiainen Tuomas",272,1625.444,2007,14,"LAP"
"2353","Ilves Lasse",263,1462.9,2007,14,"LAP"
"2354","Pallari Paula",189,1329.909,2007,14,"LAP"
"2355","Romo Päivi",76,1219.083,2007,14,"LAP"
"2356","Salla Raili",66,1125.308,2007,14,"LAP"
"2357",NA,NA,NA,2007,14,"LAP"
"2358","SDP",NA,NA,2007,14,"LAP"
"2359","*Ojala-Niemelä Johanna",6252,14595,2007,14,"LAP"
"2360","Rask Maija",5106,7297.5,2007,14,"LAP"
"2361","Konola Jyrki",1042,4865,2007,14,"LAP"
"2362","Halonen Hilkka",504,3648.75,2007,14,"LAP"
"2363","Liikkanen Antti",473,2919,2007,14,"LAP"
"2364","Jurmu Jorma",227,2432.5,2007,14,"LAP"
"2365","Liinamaa Riitta",202,2085,2007,14,"LAP"
"2366","Hyvönen Eila",176,1824.375,2007,14,"LAP"
"2367","Huhtala Jarmo",157,1621.667,2007,14,"LAP"
"2368","Nykänen Lauri",129,1459.5,2007,14,"LAP"
"2369","Tikkanen Aino",112,1326.818,2007,14,"LAP"
"2370","Guttorm Säde",82,1216.25,2007,14,"LAP"
"2371","Rode Jussi-Pekka",77,1122.692,2007,14,"LAP"
"2372","Setälä Eira",56,1042.5,2007,14,"LAP"
"2373",NA,NA,NA,2007,14,"LAP"
"2374","VAS - VÄNST - LEFT",NA,NA,2007,14,"LAP"
"2375","*Tennilä Esko-Juhani",7739,22353,2007,14,"LAP"
"2376","*Mustajärvi Markus",7675,11176.5,2007,14,"LAP"
"2377","Juutinen Timo",1364,7451,2007,14,"LAP"
"2378","Kotimäki Jari",1057,5588.25,2007,14,"LAP"
"2379","Yritys Inkeri",806,4470.6,2007,14,"LAP"
"2380","Keränen Pertti",706,3725.5,2007,14,"LAP"
"2381","Ekorre Mikko",606,3193.286,2007,14,"LAP"
"2382","Korrensalo Sisko",534,2794.125,2007,14,"LAP"
"2383","Hakomäki Jan-Mikael",531,2483.667,2007,14,"LAP"
"2384","Myöhänen Minna",465,2235.3,2007,14,"LAP"
"2385","Siivikko Jarmo",298,2032.091,2007,14,"LAP"
"2386","Raudaskoski Laura",232,1862.75,2007,14,"LAP"
"2387","Saapunki Monika",222,1719.462,2007,14,"LAP"
"2388","Nordberg Aulis",118,1596.643,2007,14,"LAP"
"2389",NA,NA,NA,2007,14,"LAP"
"2390","VIHR - GRÖNA - GREENS",NA,NA,2007,14,"LAP"
"2391","Törmänen Timo",3065,7314.5,2007,14,"LAP"
"2392","Airto Mikko",39,1044.929,2007,14,"LAP"
"2393",NA,NA,NA,2007,14,"LAP"
"2394","KD",NA,NA,2007,14,"LAP"
"2395","Helistekangas Erkki",941,4271.2,2007,14,"LAP"
"2396",NA,NA,NA,2007,14,"LAP"
"2397","PS - SAF",NA,NA,2007,14,"LAP"
"2398","Mariapori Liisa",767,1931,2007,14,"LAP"
"2399","Antinkaapo Juha",238,965.5,2007,14,"LAP"
"2400","Tauriainen Harri",167,643.667,2007,14,"LAP"
"2401","Yliriesto Jouni",165,482.75,2007,14,"LAP"
"2402","Tennilä Erja",164,386.2,2007,14,"LAP"
"2403","Mursu Paavo",117,321.833,2007,14,"LAP"
"2404","Pesonen Keijo (Keke)",58,214.556,2007,14,"LAP"
"2405","Sormo Rolf (Fred)",41,193.1,2007,14,"LAP"
"2406","Sillanpää Matti",15,148.538,2007,14,"LAP"
"2407",NA,NA,NA,2007,14,"LAP"
"2408","SKP - FKP",NA,NA,2007,14,"LAP"
"2409","Tuomi Emmi",80,216,2007,14,"LAP"
"2410","Pistokoski-Tikkala Kaarina",37,108,2007,14,"LAP"
"2411","Tuomala Kerstin",33,72,2007,14,"LAP"
"2412","Ahlakorpi Arto",23,54,2007,14,"LAP"
"2413","Stålnacke Aarre",14,43.2,2007,14,"LAP"
"2414","Kulppi Marja-Leena",11,36,2007,14,"LAP"
"2415","Pelttari Eila",9,27,2007,14,"LAP"
"2416","Vartiainen Risto",9,30.857,2007,14,"LAP"
"2417",NA,NA,NA,2007,14,"LAP"
"2418","IP",NA,NA,2007,14,"LAP"
"2419","Hämäläinen Teuvo",31,175.545,2007,14,"LAP"
"2420","Keränen Eino (Matti)",19,160.917,2007,14,"LAP"
"2421",NA,NA,NA,2007,14,"LAP"
"2422","KA",NA,NA,2007,14,"LAP"
"2423","Törrö Terhi",82,275.857,2007,14,"LAP"
"2424","Mäntykangas Ensio",67,241.375,2007,14,"LAP"
"2425",NA,NA,NA,2007,14,"LAP"
"2426","KTP - KAP",NA,NA,2007,14,"LAP"
"2427","Ezewuzie Pirkko",76,341,2007,14,"LAP"
"2428","Saastamoinen Pirjo",68,170.5,2007,14,"LAP"
"2429","Nurmikumpu Kaarlo",42,113.667,2007,14,"LAP"
"2430","Matinlassi Taisto",35,85.25,2007,14,"LAP"
"2431","Matinlassi Ahti",34,68.2,2007,14,"LAP"
"2432","Mäkinen Pentti",25,56.833,2007,14,"LAP"
"2433","Huovinen Juhani",22,48.714,2007,14,"LAP"
"2434","Suomalainen Heikki",21,42.625,2007,14,"LAP"
"2435","Ryynänen Rauno",18,37.889,2007,14,"LAP"
"2436",NA,NA,NA,2007,14,"LAP"
"2437","STP - FAP",NA,NA,2007,14,"LAP"
"2438","Männikkö Heikki",12,18,2007,14,"LAP"
"2439","Siippainen-Wahrman Kaija",6,9,2007,14,"LAP"
